2026-08-12 01:04:58.064 [info] Starting Excalidraw MCP server...
2026-09-02 14:06:19.372 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.372 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.372 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.373 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.373 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.374 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.374 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.375 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.375 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.376 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.376 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.376 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.376 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.377 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.380 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.389 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.392 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.394 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.395 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.395 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.395 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.396 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.396 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.396 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.397 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.397 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.397 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.398 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.398 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.398 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.398 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.399 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.400 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.401 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.401 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.401 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.402 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.402 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.402 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.403 [error] Uncaught exception: EPIPE: broken pipe, write
